Domain	Phylum	Class	Order	Family	Genus	Segments(Nodes)	Links(Edges)	No. genomes	Ref
Bacteria	Bacillota_A	Clostridia	Christensenellales	QAND01	UMGS1975	5495	7305	3	GCA_905188085.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Kistimonas	454569	606341	3	GCF_018263925.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1976	152	0	7	GCA_017383985.1
Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptonemataceae	Leptospira	818347	1103980	73	GCF_006874765.1
Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	UMGS1994	30	0	10	GCA_017510525.1
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia_A	329824	443257	3	GCF_001274535.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	UMGS2016	39269	52329	7	GCA_944355255.1
Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	47201	62977	16	GCF_000469385.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	UMGS2068	37	0	4	GCA_934096315.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	306419	411136	20	GCF_019656015.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1242	UMGS2070	53	0	6	GCA_017444895.1
Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella	161	0	19	GCA_003045895.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1242	UMGS687	84	0	8	GCA_944383945.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	LFER01	164	0	5	GCA_913031285.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS363	109	0	9	GCA_022769565.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales_A	Rhizobiaceae_A	Liberibacter	17	0	8	GCA_016808295.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	UMGS731	42329	56369	6	GCA_017456005.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Lichenicola	6718	8959	4	GCF_013201075.1
Bacteria	Bacillota_A	Clostridia	UBA1381	UBA9506	UMGS755	34	0	11	GCA_015068555.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Lichenihabitans	113942	152371	4	GCF_021730615.1
Bacteria	Bacillota	Bacilli	ML615J-28	CAG-313	UMGS75	31096	41334	15	GCA_900752975.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082	Limimorpha	78718	105058	94	GCA_017530365.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	UMGS872	29	0	3	GCA_023665725.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-74	Limiplasma	11959	15685	38	GCA_017938645.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	UMGS902	193	0	13	GCA_004554105.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Limivicinus	19022	25330	113	GCA_934573735.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	UMGS911	71	0	3	GCA_905205065.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Limnobaculum	149763	196986	5	GCF_021010575.1
Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	UMGS973	66	0	3	GCA_016293805.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Limnohabitans_A	39332	52626	54	GCA_002255935.1
Bacteria	Bacillota	Bacilli	RF39	UBA660	UMGS995	8	0	8	GCA_934130165.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Limnohabitans	14787	19445	117	GCA_002347905.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	UPXZ01	385	0	7	GCA_018055865.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Litorilituus	3412	4505	3	GCF_006439335.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Usitatibacteraceae	Usitatibacter	6809	9046	5	GCA_001953215.1
Bacteria	Bacillota	Bacilli	Bacillales_D	Amphibacillaceae	Lentibacillus	17682	23405	18	GCF_014646635.1
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	VadinCA11	386196	521039	5	GCA_002498365.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Litorimonas	9	0	7	GCF_014652455.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	DSM-6294	Venatoribacter	5145	6707	8	GCA_002706025.1
Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Lentihominibacter	55142	73354	43	GCA_934255435.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Ventrimonas	241	0	30	GCA_018715565.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	Litorivivens	4660	6059	3	GCA_002710725.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Ventrousia	19373	25757	4	GCA_018714845.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Lentimicrobiaceae	Lentimicrobium	44	0	24	GCA_023441805.1
Bacteria	Desulfobacterota_F	Desulfuromonadia	Geobacterales	Geobacteraceae_A	VEOV01	383	0	4	GCA_012026855.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Ga0077554	Ga007554	LNEJ01	18246	24273	3	GCA_016191235.1
Bacteria	Pseudomonadota	Gammaproteobacteria	PS1	Thioglobaceae	Vesicomyosocius	284658	386771	4	GCF_000010405.1
Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	Longimicrobiaceae	Longimicrobium	254	0	3	GCA_902805735.1
Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermocladiaceae	Vulcanisaeta	1083857	1503341	15	GCF_000148385.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lonsdalea	1180524	1603489	5	GCF_000688655.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	HTCC2089	VXNE01	201337	269127	3	GCA_022825925.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Nitrococcales	Aquisalimonadaceae	LSCE01	9694	12763	3	GCA_020831885.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	SZUA-36	W260	323	306	3	GCF_008725655.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Luminiphilus	202931	270432	48	GCA_002390485.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	255272	341175	24	GCA_016466735.1
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Lunatimonas	48297	64249	5	GCF_017811155.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	WQUN01	WQRX01	55	0	5	GCA_009781755.1
Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospira_A	1095	1455	29	GCF_004770995.1
Bacteria	Spirochaetota	Spirochaetia	CADAEX01	CADAEX01	WQTU01	23925	31898	4	GCA_009780675.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	63602	84855	22	GCF_011742875.1
Bacteria	Spirochaetota	Spirochaetia	Treponematales	Breznakiellaceae	WQXQ01	73	0	27	GCA_009784975.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas_B	6608	8785	7	GCA_024508915.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	UBA1242	WRAD01	21	0	5	GCA_009780375.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas_C	101166	135207	4	GCF_005239095.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	WQUN01	WRAN01	109	0	3	GCA_009781725.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas_D	629121	858260	50	GCF_007859325.1
Bacteria	Bacillota_A	Clostridia	Christensenellales	Pumilibacteraceae	WRAP01	18	0	3	GCA_009777485.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter	2232	2951	30	GCF_012524075.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	WRAV01	72	0	5	GCA_009780025.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Lutimaribacter	595565	810407	4	GCF_900142185.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	WRAX01	WRAX01	53	0	3	GCA_009779935.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutimonas	113559	151249	11	GCA_024762795.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	WRBG01	215	0	3	GCA_009784635.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	LX47W	960436	1294656	3	GCF_014042355.1
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	WRKA01	177	0	5	GCA_009778265.1
Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Lysinibacillus_B	353	0	3	GCA_002359075.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	WRMH01	79	0	17	GCA_009783555.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter_B	97263	131540	18	GCF_003293695.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	WRMQ01	516	0	6	GCA_009786275.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter_C	30117	41543	20	GCF_006547045.1
Bacteria	Synergistota	Synergistia	Synergistales	Aminobacteriaceae	WRNQ01	219	0	3	GCA_009776565.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Leisingera	3140131	4520862	19	GCF_019801145.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	1379597	1912698	89	GCF_017308985.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	XBB2008	272114	363077	6	GCA_900102235.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Francisellales	Francisellaceae	M0027	107	0	3	GCA_021713295.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	XBD2001	3321	4243	4	GCA_024690885.1
Bacteria	Desulfobacterota_F	Desulfuromonadia	Desulfuromonadales	BM103	M0040	137	0	6	GCA_024636155.1
Bacteria	Eremiobacterota	Xenobia	Xenobiales	Xenobiaceae	Xenobium	205592	274307	4	GCA_022839105.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	M0103	206	0	16	GCA_009885545.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Z2-YC6860	5405	6589	11	GCA_945893085.1
Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospira_B	2846194	4052311	22	GCF_004770895.1
Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Zhenpiania	63500	84680	8	GCF_014333425.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	M0108	233902	314085	6	GCA_018435665.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Zobellia	1054557	1427952	9	GCF_018860745.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Janthinobacterium	8689210	12935771	36	GCF_003667705.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_C	Kinetoplastibacterium	19	6	8	GCA_019278155.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	KLE1615	444	0	4	GCA_905214365.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	1666708	2279996	11	GCF_001571285.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	KM106-2	70	0	9	GCA_023434365.1
Archaea	Thermoproteota	Korarchaeia	Korarchaeales	Korarchaeaceae	Korarchaeum	162	137	3	GCA_020833055.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Kordia	1	0	9	GCF_000154725.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Kordiimonadaceae	Kordiimonas	1909	2631	22	GCF_023006325.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	4729364	6765108	15	GCA_002886105.1
Bacteria	Bacteroidota	Kryptonia	Kryptoniales	Kryptoniaceae	Kryptonium	43	0	5	GCF_001536065.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylomonadaceae	KS41	183598	245439	28	GCA_903917345.1
Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Kurthia	16778	22451	8	GCF_003143955.1
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Labilibaculum	355098	473670	8	GCA_016342745.1
Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys	1880806	2544201	3	GCF_008330945.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	7142	9149	10	GCA_916720285.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Lacimicrobium	135308	180823	3	GCF_001466725.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	230	0	9	GCA_023299985.1
Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lacrimispora	44071	59318	34	GCF_900155545.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Lampropedia	98383	131906	8	GCF_002285265.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lapidilactobacillus	1142	1473	8	GCF_001435835.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Larsenimonas	350341	467557	3	GCF_023712105.1
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	179719	239664	6	GCF_905332535.1
Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	23386	31281	72	GCA_910589085.1
Bacteria	Spirochaetota	Spirochaetia	Treponematales	Breznakiellaceae	Leadbettera	201	0	7	GCA_009780855.1
Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Leadbetterella	1	0	11	GCF_000166395.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Leclercia	2793721	3898563	7	GCF_006874705.1
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae_C	Lederbergia_A	344666	466197	6	GCF_022900255.1
Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Leeuwenhoekiella	317845	427574	13	GCA_002708845.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella_A	5969	7962	8	GCF_000512355.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella_C	467719	624577	11	GCF_900461525.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	21786	29642	64	GCF_000423305.1
Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	6966	9141	8	GCA_022649305.1
Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	M0603	219	0	3	GCA_023954635.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Calothrix	15113	19134	12	GCF_002289455.1
Bacteria	Patescibacteria	Gracilibacteria	UBA1369	UBA12463	CALREA01	23	0	4	GCA_943354965.1
Bacteria	Patescibacteria	Paceibacteria	UBA6257	UBA11618	CALRGO01	22	0	4	GCA_943349395.1
Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	CALUOB01	109895	146931	3	GCA_944322305.1
Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CALUPY01	10414	13853	4	GCA_944326475.1
Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CALUTH01	18193	24243	5	GCA_944326425.1
Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CALUVH01	2718	3558	6	GCA_944326465.1
Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CALUVN01	10750	14244	4	GCA_944323595.1
Bacteria	Nitrospirota	Thermodesulfovibrionia	UBA6902	UBA6902	CALZJD01	1	0	3	GCA_020354155.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Canibacter	40	0	4	GCF_003859945.1
Bacteria	Bacillota_G	UBA4882	UBA10575	UBA10575	Capillibacterium	15575	20711	8	GCA_012837715.1
Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Capillimicrobium	435	0	3	GCA_019683665.1
Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Casp-actino5	263769	351614	12	GCA_017859395.1
Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	Casp-actino8	274736	366331	20	GCA_016871355.1
Bacteria	Chloroflexota	Dehalococcoidia	SAR202	UBA11138	Casp-Chloro-G4	316	0	3	GCA_022572805.1
Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Micromonosporaceae	Catellatospora	2853235	3950808	9	GCF_009720385.1
Bacteria	Actinomycetota	Actinomycetia	Streptomycetales	Catenulisporaceae	Catenulispora	766250	1030136	7	GCF_015356865.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Cellulomonadaceae	Cellulomonas_A	741077	993747	7	GCF_024757985.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Cellulomonadaceae	Cellulomonas	4075620	5908348	87	GCF_018388445.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Cellulomonadaceae	Cellulosimicrobium	2724667	3838164	15	GCF_004519295.1
Bacteria	Chloroflexota	Dehalococcoidia	SM23-28-2	RBG-16-64-32	CF-162	81914	109297	3	GCA_022565075.1
Bacteria	Chloroflexota	Dehalococcoidia	SM23-28-2	RBG-16-64-32	CF-163	46052	61199	3	GCA_005882985.1
Bacteria	Chloroflexota	Limnocylindria	P2-11E	P2-11E	CF-39	231	0	3	GCA_005887995.1
Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	CF-46	549	0	3	GCA_013695505.1
Bacteria	Chloroflexota	UBA6077	UBA6077	CF-72	CF-72	555	63	4	GCA_019239775.1
Bacteria	Chloroflexota	Limnocylindria	QHBO01	QHBO01	CF-82	72088	95791	3	GCA_005880165.1
Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	J027	CFX10	571413	770090	5	GCA_019913005.1
Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	Phototrophicaceae	CFX2	119253	158881	14	GCA_014338005.1
Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	CG1-02-33-12	CG1-02-33-12	25646	34207	6	GCA_017610505.1
Bacteria	Patescibacteria	ABY1	BM507	UBA12465	CG1-02-41-21	61	0	3	GCA_001871235.1
Bacteria	Patescibacteria	Microgenomatia	UBA1400	PJMF01	CG1-02-43-31	6	0	3	GCA_905478415.1
Bacteria	Patescibacteria	ABY1	UBA2169	UBA2169	CG10-46-32	6	0	3	GCA_016181765.1
Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	EnvOPS12	CG2-30-58-95	3674	4791	3	GCA_020723995.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Changpingibacter	1	0	4	GCA_015679245.1
Bacteria	Actinomycetota	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Chersky-822	380	0	3	GCA_021792855.1
Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	CAIPRZ01	Chlamydia	692233	952766	4	GCF_000006685.1
Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydophila	4	0	16	GCF_000454725.1
Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	624	0	6	GCA_025057175.1
Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroploca	339052	455179	3	GCF_004762035.2
Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsidaceae	Chroogloeocystis	107369	142735	3	GCF_002939305.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Chryseoglobus	9823	12907	11	GCA_013297625.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Citricoccus	149419	199691	6	GCF_005877055.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Clavibacter	2925591	4241004	16	GCF_001280205.1
Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	Cloacimonas	62	0	8	GCA_002432865.1
Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	1451204	2099223	502	GCA_905197385.1
Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	729	0	5	GCA_015655225.1
Bacteria	Bacillota_D	Dethiobacteria	SKNC01	SKNC01	Contubernalis	10079	13267	3	GCA_007120745.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Conyzicola	514	691	3	GCF_004310685.1
Bacteria	Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter	194586	260326	4	GCF_000020945.1
Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Coprousia	731	964	6	GCF_002159335.1
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus	6587254	9458786	19	GCF_009909105.1
Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	347580	463860	226	GCF_011612265.2
Bacteria	Chloroflexota	Anaerolineae	Aggregatilineales	UBA2796	CP2-2F	339	0	5	GCA_003695215.1
Bacteria	Desulfobacterota_D	UBA1144	UBA2774	UBA2774	CR02bin9	173	0	3	GCA_021604765.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Microcystaceae_A	Crocosphaera	11257	14725	5	GCF_003013815.1
Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Crossiella	1005838	1359919	4	GCF_017876755.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Cryobacterium	1119783	1571010	45	GCF_004404055.1
Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Cryptosporangiaceae	Cryptosporangium	64049	85376	3	GCF_000585375.1
Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	CS2-K091	86	0	3	GCA_019456145.1
Bacteria	Actinomycetota	Actinomycetia	Nitriliruptorales	Nitriliruptoraceae	CSBr16-57R1	45633	60993	4	GCA_018401275.1
Bacteria	Desulfobacterota_D	UBA1144	UBA2774	CSP1-2	CSP1-2	25253	33436	3	GCA_023250035.1
Bacteria	Methylomirabilota	Methylomirabilia	Methylomirabilales	CSP1-5	CSP1-5	4498	5832	6	GCA_001643535.1
Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	CSP1-6	159702	213372	3	GCA_016193045.1
Bacteria	Desulfobacterota_E	Deferrimicrobia	Deferrimicrobiales	Deferrimicrobiaceae	CSP1-8	16216	21576	3	GCA_001443455.1
Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	CSSed10-48	213310	284957	7	GCA_003556805.1
Bacteria	Bacillota_E	SLMV01	SLMV01	SLMV01	CSSED11-154	211	0	3	GCA_003563985.1
Bacteria	Actinomycetota	Actinomycetia	Nitriliruptorales	Nitriliruptoraceae	CSSed11-175R1	1898	2172	4	GCA_007136095.1
Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	CSSed11-197	CSSed11-197	184	0	3	GCA_003563865.1
Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	CTSoil-043	23350	30684	4	GCA_017881985.1
Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Antricoccaceae	Cumulibacter	742	989	3	GCF_900292035.1
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Cupidesulfovibrio	132236	177487	6	GCA_022837365.1
Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Curtobacterium	2826482	4260142	54	GCF_007673775.1
Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	1	0	7	GCF_900186975.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae	Cyanobacterium	1633	2177	5	GCA_002813895.1
Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	Cyanobium_A	927703	1283683	12	GCF_024345395.1
Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	Cyanobium	2201364	3146496	41	GCA_003003925.1
Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Cylindrospermum	440664	589036	3	GCF_000317535.1
Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Cystobacter	399758	529079	3	GCF_001887355.1
Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	D16-34	1917	2299	6	GCF_011039175.1
Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Micromonosporaceae	Dactylosporangium	354380	473238	6	GCF_022095675.1
Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA918	Damh-18	14	0	4	GCA_021734905.1
Bacteria	Desulfobacterota_E	Deferrimicrobia	Deferrimicrobiales	Deferrimicrobiaceae	Deferrimicrobium	188340	254701	11	GCA_011391555.1
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferrivibrionaceae	Deferrivibrio	24871	33077	3	GCF_020480685.1
Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	440100	597086	3	GCF_000011905.1
Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalogenimonas	1	0	6	GCF_001953175.1
Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus_A	3	0	3	GCF_000317835.1
Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus_C	82945	112889	3	GCF_014646895.1
